Date,Company,Open,High,Low,Close,No. of Shares
2021-09-03,TATASTEEL.BO,143.0050048828125,145.2949981689453,141.6750030517578,144.32000732421875,4656210
2021-09-06,TATASTEEL.BO,144.6999969482422,145.1750030517578,142.3300018310547,143.75,3226850
2021-09-07,TATASTEEL.BO,144.10000610351562,145.875,142.0399932861328,142.77999877929688,4210820
2021-09-08,TATASTEEL.BO,142.8699951171875,144.27000427246094,141.83999633789062,142.97999572753906,2024650
2021-09-09,TATASTEEL.BO,142.47000122070312,145.17999267578125,142.19500732421875,144.74000549316406,2221860
2021-09-13,TATASTEEL.BO,144.5,147.19000244140625,143.65499877929688,146.31500244140625,4928910
2021-09-14,TATASTEEL.BO,147.52499389648438,147.6649932861328,144.89999389648438,145.22500610351562,2098380
2021-09-15,TATASTEEL.BO,145.47000122070312,146.36500549316406,144.44500732421875,145.47500610351562,1736740
2021-09-16,TATASTEEL.BO,146.4550018310547,147.16000366210938,143.17999267578125,143.65499877929688,2306590
2021-09-17,TATASTEEL.BO,144.7050018310547,144.7050018310547,136.01499938964844,138.52999877929688,7310250
2021-09-20,TATASTEEL.BO,135.60000610351562,135.60000610351562,124.68000030517578,125.33499908447266,19253190
2021-09-21,TATASTEEL.BO,125.5999984741211,129.89999389648438,123.31999969482422,129.1999969482422,14256450
2021-09-22,TATASTEEL.BO,130.0,131.8000030517578,128.3300018310547,130.52999877929688,5641850
2021-09-23,TATASTEEL.BO,133.1999969482422,133.99000549316406,130.64999389648438,131.94000244140625,10933490
2021-09-24,TATASTEEL.BO,132.10000610351562,132.25,125.87999725341797,127.19000244140625,8553790
2021-09-27,TATASTEEL.BO,127.4000015258789,128.89500427246094,126.15499877929688,127.0999984741211,3777920
2021-09-28,TATASTEEL.BO,127.45999908447266,129.69500732421875,126.30000305175781,128.06500244140625,5807440
2021-09-29,TATASTEEL.BO,127.5999984741211,130.9600067138672,126.9000015258789,129.5500030517578,5413820
2021-09-30,TATASTEEL.BO,130.14999389648438,131.63999938964844,128.44000244140625,128.85499572753906,2950750
2021-10-01,TATASTEEL.BO,127.5,131.10000610351562,126.55000305175781,129.84500122070312,3876690
2021-10-04,TATASTEEL.BO,129.85000610351562,132.77000427246094,128.0749969482422,132.42999267578125,7283910
2021-10-05,TATASTEEL.BO,131.60000610351562,133.1999969482422,131.03500366210938,131.6649932861328,3331390
2021-10-06,TATASTEEL.BO,132.3000030517578,132.8800048828125,127.33499908447266,127.97000122070312,3233480
2021-10-07,TATASTEEL.BO,129.30499267578125,130.64500427246094,128.39500427246094,128.94500732421875,1845960
2021-10-08,TATASTEEL.BO,130.39999389648438,134.39999389648438,129.6999969482422,130.09500122070312,7719270
2021-10-11,TATASTEEL.BO,130.77499389648438,132.6750030517578,129.82000732421875,131.36000061035156,8612320
2021-10-12,TATASTEEL.BO,131.64999389648438,133.5,130.4600067138672,132.89999389648438,4215710
2021-10-13,TATASTEEL.BO,133.10000610351562,137.61500549316406,131.85499572753906,135.4199981689453,5714190
2021-10-14,TATASTEEL.BO,137.5,139.0,135.42999267578125,137.36500549316406,3038930
2021-10-18,TATASTEEL.BO,142.0,142.4600067138672,139.10000610351562,141.11000061035156,3908600
2021-10-19,TATASTEEL.BO,142.10000610351562,142.6199951171875,135.72000122070312,136.73500061035156,5758350
2021-10-20,TATASTEEL.BO,137.0,137.60000610351562,132.67999267578125,134.27499389648438,11645030
2021-10-21,TATASTEEL.BO,135.8000030517578,135.8000030517578,129.00999450683594,131.44500732421875,2714780
2021-10-22,TATASTEEL.BO,132.26499938964844,132.4499969482422,127.11499786376953,129.57000732421875,3114430
2021-10-25,TATASTEEL.BO,129.8000030517578,131.60000610351562,126.73500061035156,129.4499969482422,2588930
2021-10-26,TATASTEEL.BO,129.60000610351562,135.10000610351562,129.60000610351562,134.52499389648438,3512620
2021-10-27,TATASTEEL.BO,134.85000610351562,135.125,132.08999633789062,132.51499938964844,2851530
2021-10-28,TATASTEEL.BO,131.89999389648438,131.89999389648438,129.14999389648438,129.9199981689453,2431970
2021-10-29,TATASTEEL.BO,129.38999938964844,133.3699951171875,129.09500122070312,131.6649932861328,3804430
2021-11-01,TATASTEEL.BO,133.6649932861328,137.27000427246094,132.97999572753906,136.55499267578125,6561730
2021-11-02,TATASTEEL.BO,137.0,137.0,131.10000610351562,131.4499969482422,4198120
2021-11-03,TATASTEEL.BO,132.39999389648438,133.1199951171875,131.1999969482422,132.58999633789062,3058750
2021-11-04,TATASTEEL.BO,133.4499969482422,133.4499969482422,132.4149932861328,132.5850067138672,309010
2021-11-08,TATASTEEL.BO,134.0,134.6699981689453,130.65499877929688,134.27999877929688,1961100
2021-11-09,TATASTEEL.BO,134.6999969482422,136.0,132.88499450683594,133.55499267578125,1835590
2021-11-10,TATASTEEL.BO,132.89999389648438,132.91000366210938,128.72000122070312,129.85499572753906,4209200
2021-11-11,TATASTEEL.BO,130.47000122070312,132.4199981689453,128.86500549316406,129.89500427246094,6559320
2021-11-12,TATASTEEL.BO,134.3000030517578,134.3000030517578,127.19999694824219,128.69000244140625,9294060
2021-11-15,TATASTEEL.BO,129.8000030517578,129.90499877929688,124.30000305175781,124.5199966430664,5562210
2021-11-16,TATASTEEL.BO,124.75,126.06999969482422,122.5999984741211,122.88999938964844,4544480
2021-11-17,TATASTEEL.BO,122.5,123.75,121.50499725341797,122.0,5754800
2021-11-18,TATASTEEL.BO,121.53500366210938,122.875,118.2300033569336,118.68000030517578,4166110
2021-11-22,TATASTEEL.BO,118.5999984741211,119.65499877929688,114.6050033569336,116.4800033569336,6822970
2021-11-23,TATASTEEL.BO,116.5999984741211,120.9000015258789,116.48500061035156,119.25499725341797,5993360
2021-11-24,TATASTEEL.BO,120.2699966430664,120.3499984741211,117.19999694824219,117.88500213623047,8063140
2021-11-25,TATASTEEL.BO,118.5,118.6500015258789,116.5999984741211,117.36499786376953,3405780
2021-11-26,TATASTEEL.BO,116.0,116.0,110.69999694824219,111.2249984741211,9450330
2021-11-29,TATASTEEL.BO,111.2249984741211,113.69499969482422,107.55000305175781,111.4749984741211,4440420
2021-11-30,TATASTEEL.BO,111.38500213623047,112.75,106.37999725341797,107.16000366210938,6326410
2021-12-01,TATASTEEL.BO,107.5999984741211,109.58999633789062,106.66500091552734,108.25,4616810
2021-12-02,TATASTEEL.BO,108.19999694824219,111.55000305175781,107.4000015258789,111.27999877929688,3414500
2021-12-03,TATASTEEL.BO,111.69999694824219,113.43499755859375,110.24500274658203,111.80000305175781,6257690
2021-12-06,TATASTEEL.BO,112.0,114.07499694824219,110.23999786376953,110.90499877929688,6591840
2021-12-07,TATASTEEL.BO,112.37999725341797,115.55000305175781,112.18000030517578,114.93499755859375,6355090
2021-12-08,TATASTEEL.BO,116.33999633789062,117.66000366210938,114.9000015258789,117.33499908447266,7375070
2021-12-09,TATASTEEL.BO,117.86000061035156,118.19999694824219,115.95500183105469,117.67500305175781,3009270
2021-12-10,TATASTEEL.BO,117.5,118.875,116.67500305175781,118.00499725341797,2005560
2021-12-13,TATASTEEL.BO,118.69999694824219,119.9000015258789,116.17500305175781,116.51499938964844,3400870
2021-12-14,TATASTEEL.BO,116.00499725341797,117.81999969482422,114.80000305175781,116.69499969482422,1978230
2021-12-15,TATASTEEL.BO,117.5,117.55000305175781,115.0,115.38500213623047,5010230
2021-12-16,TATASTEEL.BO,116.69999694824219,116.88999938964844,114.38999938964844,115.41999816894531,1180460
2021-12-17,TATASTEEL.BO,115.5999984741211,115.83999633789062,112.50499725341797,113.18499755859375,3041560
2021-12-20,TATASTEEL.BO,112.0,112.0,106.63500213623047,107.29499816894531,4192940
2021-12-21,TATASTEEL.BO,108.50499725341797,112.4000015258789,108.50499725341797,110.48999786376953,5430160
2021-12-22,TATASTEEL.BO,110.84500122070312,113.19999694824219,110.84500122070312,112.75,2668430
2021-12-23,TATASTEEL.BO,114.0,114.66000366210938,112.05500030517578,112.73500061035156,1782740
2021-12-24,TATASTEEL.BO,112.73500061035156,113.25,110.45500183105469,111.55500030517578,3132890
2021-12-27,TATASTEEL.BO,111.33000183105469,112.43499755859375,110.22000122070312,112.23500061035156,2828630
2021-12-28,TATASTEEL.BO,112.5,113.13500213623047,112.19999694824219,112.73999786376953,2253720
2021-12-29,TATASTEEL.BO,112.30000305175781,112.66000366210938,110.81500244140625,111.61000061035156,1939370
2021-12-30,TATASTEEL.BO,111.80000305175781,112.73500061035156,109.91000366210938,110.11000061035156,1826470
2021-12-31,TATASTEEL.BO,110.32499694824219,112.33000183105469,110.32499694824219,111.1500015258789,2545740
2022-01-03,TATASTEEL.BO,111.1500015258789,115.0,111.1500015258789,114.31500244140625,3269940
2022-01-04,TATASTEEL.BO,115.31500244140625,115.95999908447266,113.63500213623047,114.8949966430664,3859740
2022-01-05,TATASTEEL.BO,114.5,118.05000305175781,114.08000183105469,117.7249984741211,4550290
2022-01-06,TATASTEEL.BO,117.57499694824219,118.22000122070312,115.56999969482422,116.33999633789062,2123560
2022-01-07,TATASTEEL.BO,116.19999694824219,117.41999816894531,114.77999877929688,116.0199966430664,2937490
2022-01-10,TATASTEEL.BO,116.69999694824219,117.30999755859375,115.41500091552734,116.8949966430664,1882800
2022-01-11,TATASTEEL.BO,115.69999694824219,116.3499984741211,111.28500366210938,113.01499938964844,3554130
2022-01-12,TATASTEEL.BO,114.18000030517578,115.09500122070312,113.2699966430664,114.72000122070312,2091740
2022-01-13,TATASTEEL.BO,115.19999694824219,122.5,115.19999694824219,122.05999755859375,12838360
2022-01-14,TATASTEEL.BO,121.4000015258789,122.5999984741211,120.61000061035156,121.33499908447266,3217350
2022-01-17,TATASTEEL.BO,121.5,124.44499969482422,119.06999969482422,122.97000122070312,4451300
2022-01-18,TATASTEEL.BO,123.19999694824219,123.29499816894531,119.0,119.44999694824219,3214800
2022-01-19,TATASTEEL.BO,119.69999694824219,122.05999755859375,118.30999755859375,120.875,4878520
2022-01-20,TATASTEEL.BO,120.875,122.37000274658203,119.75499725341797,120.75,2466560
2022-01-21,TATASTEEL.BO,120.05000305175781,120.41500091552734,115.63500213623047,116.90499877929688,5051770
2022-01-24,TATASTEEL.BO,116.44000244140625,116.44000244140625,109.01000213623047,109.91500091552734,4122530
2022-01-25,TATASTEEL.BO,110.25,112.08999633789062,108.81500244140625,110.87000274658203,3028980
2022-01-27,TATASTEEL.BO,110.30000305175781,110.36499786376953,106.16999816894531,108.875,3566090
2022-01-28,TATASTEEL.BO,110.68000030517578,112.5999984741211,108.07499694824219,108.45999908447266,4718770
2022-01-31,TATASTEEL.BO,111.30000305175781,111.4749984741211,108.11000061035156,108.54499816894531,2364140
2022-02-01,TATASTEEL.BO,111.0,117.38999938964844,108.66000366210938,116.76499938964844,7011370
2022-02-02,TATASTEEL.BO,118.08000183105469,118.27999877929688,115.81999969482422,116.75,4384740
2022-02-03,TATASTEEL.BO,115.19999694824219,118.19999694824219,114.58999633789062,116.56500244140625,4597850
2022-02-04,TATASTEEL.BO,117.75,119.7750015258789,117.01000213623047,117.61499786376953,4476750
2022-02-07,TATASTEEL.BO,116.97000122070312,121.44499969482422,116.61000061035156,118.29000091552734,5269710
2022-02-08,TATASTEEL.BO,119.65499877929688,122.19999694824219,117.16000366210938,121.95500183105469,5275250
2022-02-09,TATASTEEL.BO,123.0,123.33000183105469,120.81999969482422,122.23999786376953,3031680
2022-02-10,TATASTEEL.BO,123.0,125.4000015258789,122.5999984741211,124.82499694824219,8087210
2022-02-11,TATASTEEL.BO,124.0999984741211,126.5,123.33499908447266,125.4749984741211,3919710
2022-02-14,TATASTEEL.BO,120.5999984741211,122.5999984741211,118.0,118.58999633789062,6503750
2022-02-15,TATASTEEL.BO,119.0,121.19999694824219,115.15499877929688,120.75499725341797,5861790
2022-02-16,TATASTEEL.BO,121.0999984741211,121.80000305175781,118.69999694824219,119.20500183105469,2909380
2022-02-17,TATASTEEL.BO,120.2699966430664,120.95500183105469,118.62999725341797,119.05000305175781,3446020
2022-02-18,TATASTEEL.BO,118.5,120.5,118.26499938964844,119.08499908447266,1991490
2022-02-21,TATASTEEL.BO,118.62000274658203,120.19999694824219,117.45500183105469,118.1500015258789,4095350
2022-02-22,TATASTEEL.BO,115.50499725341797,116.62000274658203,111.94499969482422,113.84500122070312,3839400
2022-02-23,TATASTEEL.BO,114.9800033569336,115.22000122070312,113.43499755859375,113.87999725341797,2062610
2022-02-24,TATASTEEL.BO,109.5,111.94499969482422,106.80000305175781,107.49500274658203,5168210
2022-02-25,TATASTEEL.BO,109.12999725341797,115.0,109.12999725341797,114.5199966430664,6115670
2022-02-28,TATASTEEL.BO,113.80000305175781,122.5,113.00499725341797,122.08999633789062,7441420
2022-03-02,TATASTEEL.BO,120.80000305175781,129.97000122070312,120.80000305175781,128.85000610351562,19820730
2022-03-03,TATASTEEL.BO,130.5,132.80999755859375,129.38499450683594,130.31500244140625,7120740
2022-03-04,TATASTEEL.BO,130.3000030517578,132.0,127.3499984741211,127.73999786376953,7191840
2022-03-07,TATASTEEL.BO,127.80000305175781,130.1699981689453,126.38500213623047,129.1750030517578,12637810
2022-03-08,TATASTEEL.BO,129.6999969482422,129.6999969482422,124.44999694824219,126.93499755859375,7203260
2022-03-09,TATASTEEL.BO,127.22000122070312,127.65499877929688,124.84500122070312,125.4800033569336,4150410
2022-03-10,TATASTEEL.BO,126.37000274658203,131.3800048828125,124.12000274658203,130.83999633789062,5314130
2022-03-11,TATASTEEL.BO,131.25,133.97000122070312,129.64999389648438,130.14500427246094,10924840
2022-03-14,TATASTEEL.BO,130.77499389648438,131.17999267578125,127.86000061035156,129.7100067138672,2456270
2022-03-15,TATASTEEL.BO,129.39999389648438,129.39999389648438,122.84500122070312,123.36499786376953,4805900
2022-03-16,TATASTEEL.BO,124.58999633789062,127.0999984741211,124.00499725341797,126.5199966430664,2457310
2022-03-17,TATASTEEL.BO,127.00499725341797,131.77000427246094,127.00499725341797,130.3350067138672,4518050
2022-03-21,TATASTEEL.BO,131.8000030517578,133.39999389648438,129.5050048828125,130.22500610351562,3501010
2022-03-22,TATASTEEL.BO,131.5,133.0,128.8000030517578,130.2449951171875,3259720
2022-03-23,TATASTEEL.BO,132.25,134.74000549316406,129.22000122070312,133.0500030517578,9139560
2022-03-24,TATASTEEL.BO,133.0,135.9250030517578,132.5749969482422,135.02000427246094,4170560
2022-03-25,TATASTEEL.BO,135.39999389648438,136.6199951171875,133.4149932861328,133.88499450683594,3068320
2022-03-28,TATASTEEL.BO,133.6999969482422,135.5,132.80499267578125,133.89999389648438,2051260
2022-03-29,TATASTEEL.BO,134.11000061035156,134.8000030517578,132.67999267578125,133.44000244140625,2605050
2022-03-30,TATASTEEL.BO,133.5,133.59500122070312,130.00999450683594,130.7949981689453,2373010
2022-03-31,TATASTEEL.BO,130.7949981689453,132.0449981689453,129.9499969482422,130.7050018310547,1672120
2022-04-01,TATASTEEL.BO,131.02000427246094,134.09500122070312,130.5749969482422,131.61500549316406,2413800
2022-04-04,TATASTEEL.BO,131.7100067138672,135.38999938964844,131.60000610351562,133.94500732421875,3445480
2022-04-05,TATASTEEL.BO,135.17999267578125,135.8000030517578,132.94000244140625,134.49000549316406,3239000
2022-04-06,TATASTEEL.BO,135.1999969482422,138.625,134.49000549316406,137.10000610351562,9494950
2022-04-07,TATASTEEL.BO,137.39999389648438,138.2050018310547,134.125,134.94000244140625,4685820
2022-04-08,TATASTEEL.BO,135.6999969482422,137.97000122070312,135.67999267578125,137.11000061035156,3261220
2022-04-11,TATASTEEL.BO,137.0,138.38499450683594,135.5,135.8000030517578,3314900
2022-04-12,TATASTEEL.BO,135.5,135.9550018310547,129.65499877929688,132.05499267578125,5385540
2022-04-13,TATASTEEL.BO,133.8800048828125,134.60000610351562,131.5,131.9250030517578,3378160
2022-04-18,TATASTEEL.BO,133.5,135.84500122070312,132.89999389648438,133.9199981689453,4971400
2022-04-19,TATASTEEL.BO,135.39999389648438,136.65499877929688,130.90499877929688,132.5449981689453,3585690
2022-04-20,TATASTEEL.BO,133.27000427246094,133.6750030517578,130.39999389648438,131.3699951171875,1890130
2022-04-21,TATASTEEL.BO,131.98500061035156,132.27999877929688,128.60000610351562,130.22000122070312,3190060
2022-04-22,TATASTEEL.BO,130.22000122070312,131.13499450683594,127.4000015258789,127.7750015258789,5072240
2022-04-25,TATASTEEL.BO,125.0999984741211,126.0,121.30000305175781,122.05999755859375,6124020
2022-04-26,TATASTEEL.BO,123.5,124.1500015258789,122.51499938964844,123.3550033569336,2292640
2022-04-27,TATASTEEL.BO,122.80000305175781,125.48999786376953,121.0199966430664,124.6500015258789,2717760
2022-04-28,TATASTEEL.BO,126.0,126.80999755859375,124.30500030517578,126.11000061035156,2286860
2022-04-29,TATASTEEL.BO,126.5,129.13999938964844,126.40499877929688,127.16999816894531,3685080
2022-05-02,TATASTEEL.BO,125.5,130.27000427246094,124.875,129.50999450683594,4587590
2022-05-04,TATASTEEL.BO,133.0,133.0,125.5,126.1449966430664,13472220
2022-05-05,TATASTEEL.BO,128.1999969482422,131.65499877929688,127.68000030517578,128.4499969482422,6099550
2022-05-06,TATASTEEL.BO,127.0,128.96499633789062,124.30000305175781,128.42999267578125,5000610
2022-05-09,TATASTEEL.BO,126.98999786376953,127.4000015258789,124.41000366210938,125.23999786376953,3346130
2022-05-10,TATASTEEL.BO,125.19999694824219,125.4749984741211,115.82499694824219,116.54000091552734,8731730
2022-05-11,TATASTEEL.BO,117.11499786376953,119.05999755859375,112.3550033569336,116.62999725341797,6720740
2022-05-12,TATASTEEL.BO,115.70999908447266,116.19999694824219,110.33499908447266,111.81500244140625,5598410
2022-05-13,TATASTEEL.BO,113.0,115.21499633789062,109.25,109.6449966430664,5332060
2022-05-16,TATASTEEL.BO,112.19000244140625,113.48999786376953,109.375,110.42500305175781,3029630
2022-05-17,TATASTEEL.BO,112.5,119.68499755859375,111.79000091552734,118.83499908447266,7328200
2022-05-18,TATASTEEL.BO,119.43000030517578,120.9000015258789,117.55999755859375,118.0250015258789,3597050
2022-05-19,TATASTEEL.BO,115.0,115.55999755859375,111.5199966430664,112.28500366210938,4149370
2022-05-20,TATASTEEL.BO,116.0,117.81999969482422,114.1500015258789,117.0199966430664,4197910
2022-05-23,TATASTEEL.BO,111.0,111.0,100.31500244140625,102.36000061035156,14267860
2022-05-24,TATASTEEL.BO,103.4000015258789,103.9800033569336,100.25,100.62000274658203,8076010
2022-05-25,TATASTEEL.BO,100.30000305175781,101.81500244140625,99.19999694824219,99.91999816894531,4035050
2022-05-26,TATASTEEL.BO,100.69999694824219,106.7300033569336,99.55999755859375,105.18499755859375,10436660
2022-05-27,TATASTEEL.BO,106.37999725341797,106.87999725341797,103.20500183105469,104.33499908447266,3458070
2022-05-30,TATASTEEL.BO,106.0,106.3949966430664,104.4000015258789,104.73999786376953,3081960
2022-05-31,TATASTEEL.BO,104.48999786376953,107.19000244140625,103.7249984741211,105.55500030517578,3506300
2022-06-01,TATASTEEL.BO,106.1050033569336,107.9000015258789,105.44000244140625,106.29499816894531,3704120
2022-06-02,TATASTEEL.BO,106.80000305175781,108.45999908447266,105.9000015258789,108.125,3457330
2022-06-03,TATASTEEL.BO,108.91999816894531,109.28500366210938,106.5,106.76499938964844,2278200
2022-06-06,TATASTEEL.BO,106.2300033569336,108.30000305175781,104.94499969482422,107.81999969482422,4660860
2022-06-07,TATASTEEL.BO,107.0,108.13999938964844,106.3550033569336,106.8550033569336,3085850
2022-06-08,TATASTEEL.BO,107.4000015258789,108.8499984741211,107.4000015258789,108.67500305175781,3905820
2022-06-09,TATASTEEL.BO,107.95500183105469,108.73999786376953,104.1500015258789,104.53500366210938,5304130
2022-06-10,TATASTEEL.BO,103.19999694824219,103.19999694824219,101.0999984741211,102.3499984741211,5024130
2022-06-13,TATASTEEL.BO,100.80000305175781,101.19000244140625,99.0,99.2699966430664,3499250
2022-06-14,TATASTEEL.BO,98.9000015258789,101.375,98.76499938964844,99.62999725341797,4658000
2022-06-15,TATASTEEL.BO,95.4000015258789,97.41500091552734,95.1500015258789,95.97000122070312,5165940
2022-06-16,TATASTEEL.BO,97.0,97.5,89.8499984741211,90.16999816894531,8784200
2022-06-17,TATASTEEL.BO,90.13999938964844,92.76000213623047,89.5,90.68499755859375,8301950
2022-06-20,TATASTEEL.BO,90.78500366210938,90.78500366210938,84.30000305175781,86.12000274658203,11304350
2022-06-21,TATASTEEL.BO,87.69999694824219,89.51499938964844,86.4000015258789,88.42500305175781,5290220
2022-06-22,TATASTEEL.BO,87.69000244140625,87.69000244140625,83.55999755859375,83.79499816894531,4977600
2022-06-23,TATASTEEL.BO,84.0,85.5999984741211,82.70999908447266,84.09500122070312,4427990
2022-06-24,TATASTEEL.BO,84.80000305175781,86.4749984741211,84.45999908447266,85.28500366210938,4209170
2022-06-27,TATASTEEL.BO,86.70500183105469,87.87000274658203,86.30999755859375,86.7750015258789,4839880
2022-06-28,TATASTEEL.BO,86.87000274658203,88.41999816894531,86.05999755859375,87.94000244140625,3265170
2022-06-29,TATASTEEL.BO,87.19999694824219,88.86000061035156,86.5,88.1449966430664,4013860
2022-06-30,TATASTEEL.BO,88.4000015258789,89.45500183105469,86.42500305175781,86.69499969482422,2383210
2022-07-01,TATASTEEL.BO,87.19999694824219,87.5250015258789,85.93499755859375,87.33000183105469,2749430
2022-07-04,TATASTEEL.BO,87.0,87.11000061035156,84.4000015258789,85.45500183105469,4820640
2022-07-05,TATASTEEL.BO,86.20500183105469,87.9000015258789,85.80500030517578,86.02999877929688,4971370
2022-07-06,TATASTEEL.BO,86.02999877929688,86.0999984741211,83.83000183105469,85.83999633789062,5761470
2022-07-07,TATASTEEL.BO,86.5,90.5999984741211,85.80000305175781,90.02999877929688,8221270
2022-07-08,TATASTEEL.BO,91.9000015258789,91.9000015258789,88.05000305175781,88.57499694824219,7087720
2022-07-11,TATASTEEL.BO,88.87999725341797,92.8499984741211,87.6050033569336,91.2699966430664,6344600
2022-07-12,TATASTEEL.BO,90.9000015258789,91.59500122070312,89.37999725341797,90.20999908447266,4486230
2022-07-13,TATASTEEL.BO,90.4000015258789,91.4000015258789,90.0999984741211,90.44999694824219,4992860
2022-07-14,TATASTEEL.BO,90.50499725341797,91.08999633789062,89.5,90.80999755859375,2984000
2022-07-15,TATASTEEL.BO,90.25,91.0199966430664,87.75,88.36000061035156,5800760
2022-07-18,TATASTEEL.BO,89.49500274658203,90.78500366210938,89.2249984741211,90.43000030517578,12658500
2022-07-19,TATASTEEL.BO,90.41000366210938,92.19999694824219,90.0999984741211,91.92500305175781,5731490
2022-07-20,TATASTEEL.BO,93.42500305175781,93.7750015258789,92.5,92.81999969482422,2756490
2022-07-21,TATASTEEL.BO,93.0,93.9000015258789,92.46499633789062,93.44999694824219,2179700
2022-07-22,TATASTEEL.BO,94.0,94.4000015258789,93.20500183105469,93.5999984741211,3375430
2022-07-25,TATASTEEL.BO,93.5999984741211,96.61499786376953,93.3550033569336,96.08999633789062,4258250
2022-07-26,TATASTEEL.BO,96.9000015258789,97.4000015258789,94.58999633789062,94.94499969482422,7278590
2022-07-27,TATASTEEL.BO,94.90499877929688,96.15499877929688,94.36000061035156,95.94499969482422,2694870
2022-07-28,TATASTEEL.BO,98.0,102.05000305175781,97.4000015258789,100.3499984741211,8730002
2022-07-29,TATASTEEL.BO,103.0,109.30000305175781,102.0999984741211,107.6500015258789,11659950
2022-08-01,TATASTEEL.BO,110.0999984741211,111.44999694824219,106.0999984741211,108.25,12783080
2022-08-02,TATASTEEL.BO,108.19999694824219,108.19999694824219,105.30000305175781,106.94999694824219,3719535
2022-08-03,TATASTEEL.BO,106.8499984741211,108.5,106.0,107.0,3280717
2022-08-04,TATASTEEL.BO,108.1500015258789,109.5,106.05000305175781,107.69999694824219,4298457
2022-08-05,TATASTEEL.BO,107.8499984741211,109.25,107.05000305175781,107.3499984741211,5034443
2022-08-08,TATASTEEL.BO,107.5,108.19999694824219,106.69999694824219,107.19999694824219,3616970
2022-08-10,TATASTEEL.BO,107.9000015258789,109.9000015258789,106.44999694824219,109.25,4002923
2022-08-11,TATASTEEL.BO,110.0999984741211,110.6500015258789,108.5999984741211,109.0999984741211,5233551
2022-08-12,TATASTEEL.BO,109.19999694824219,112.9000015258789,108.69999694824219,112.6500015258789,9455716
2022-08-16,TATASTEEL.BO,113.69999694824219,113.80000305175781,111.05000305175781,113.0,5462751
2022-08-17,TATASTEEL.BO,113.69999694824219,113.69999694824219,112.25,112.5,4520838
2022-08-18,TATASTEEL.BO,112.5,113.0,111.3499984741211,112.55000305175781,3917906
2022-08-19,TATASTEEL.BO,112.80000305175781,112.80000305175781,109.5,110.0,5041359
2022-08-22,TATASTEEL.BO,109.69999694824219,109.69999694824219,104.69999694824219,105.05000305175781,4276721
2022-08-23,TATASTEEL.BO,104.19999694824219,108.25,103.44999694824219,107.55000305175781,7046063
2022-08-24,TATASTEEL.BO,107.8499984741211,108.19999694824219,105.80000305175781,106.55000305175781,3396443
2022-08-25,TATASTEEL.BO,106.8499984741211,107.8499984741211,105.80000305175781,106.19999694824219,3978457
2022-08-26,TATASTEEL.BO,107.30000305175781,109.19999694824219,107.0999984741211,107.4000015258789,2408297
2022-08-29,TATASTEEL.BO,101.19999694824219,105.6500015258789,101.19999694824219,104.8499984741211,5943071
2022-08-30,TATASTEEL.BO,106.30000305175781,108.44999694824219,106.0,108.30000305175781,5754654
2022-09-01,TATASTEEL.BO,107.19999694824219,107.80000305175781,105.8499984741211,106.44999694824219,4250740
2022-09-02,TATASTEEL.BO,106.9000015258789,107.05000305175781,105.0,105.55000305175781,4160902
2022-09-05,TATASTEEL.BO,105.9000015258789,107.25,105.9000015258789,106.9000015258789,4969281
2022-09-06,TATASTEEL.BO,107.1500015258789,108.75,106.05000305175781,108.55000305175781,6000201
2022-09-07,TATASTEEL.BO,107.30000305175781,108.80000305175781,107.0999984741211,107.5999984741211,2104970
2022-09-08,TATASTEEL.BO,108.1500015258789,108.5,105.30000305175781,105.8499984741211,4463250
2022-09-09,TATASTEEL.BO,106.80000305175781,107.3499984741211,105.55000305175781,105.75,4350354
2022-09-12,TATASTEEL.BO,106.69999694824219,107.9000015258789,106.44999694824219,107.69999694824219,5496065
2022-09-13,TATASTEEL.BO,107.69999694824219,108.6500015258789,107.55000305175781,107.75,2080612
2022-09-14,TATASTEEL.BO,106.0999984741211,110.4000015258789,105.80000305175781,109.0999984741211,8346563
2022-09-15,TATASTEEL.BO,109.0,109.0,106.5,107.0,2776687
2022-09-16,TATASTEEL.BO,106.3499984741211,107.55000305175781,105.0,105.80000305175781,4808283
2022-09-19,TATASTEEL.BO,106.05000305175781,106.25,103.0,103.1500015258789,10985820
2022-09-20,TATASTEEL.BO,104.25,106.3499984741211,104.0,105.8499984741211,4415941
2022-09-21,TATASTEEL.BO,105.8499984741211,107.19999694824219,104.30000305175781,104.5,4045221
2022-09-22,TATASTEEL.BO,104.5,105.30000305175781,103.5,103.6500015258789,4167273
2022-09-23,TATASTEEL.BO,106.19999694824219,107.9000015258789,103.75,104.25,7815307
2022-09-26,TATASTEEL.BO,104.5,104.5,98.5,99.8499984741211,5309642
2022-09-27,TATASTEEL.BO,101.0999984741211,101.30000305175781,96.55000305175781,97.5999984741211,8194478
2022-09-28,TATASTEEL.BO,96.6500015258789,97.8499984741211,95.0,95.25,3254693
2022-09-29,TATASTEEL.BO,96.9000015258789,98.30000305175781,96.4000015258789,96.8499984741211,4897702
2022-09-30,TATASTEEL.BO,96.69999694824219,100.4000015258789,95.69999694824219,99.30000305175781,5196062
2022-10-03,TATASTEEL.BO,99.4000015258789,99.5999984741211,98.0,98.30000305175781,3479333
2022-10-04,TATASTEEL.BO,99.5999984741211,101.5,99.5999984741211,101.1500015258789,1919491
